order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
11632,4117,2023-04-17,213,9,255.12,2296.08,Pending,
11633,9934,2023-09-07,73,5,262.56,1312.80,Completed,2023-09-13
11634,3687,2023-01-05,167,8,368.85,2950.80,Completed,2023-01-05
11635,3409,2025-06-22,223,10,433.47,4334.70,Completed,2025-06-24
11636,3051,2024-11-23,26,6,482.53,2895.18,Completed,2024-11-29
11637,7813,2025-01-13,99,3,351.61,1054.83,Completed,2025-01-18
11638,3319,2024-08-28,351,1,330.22,330.22,Completed,2024-09-04
11639,9570,2024-08-18,1,2,22.25,44.50,Completed,2024-08-20
11640,1184,2023-02-14,110,5,241.89,1209.45,Pending,
11641,2649,2024-05-18,20,8,64.65,517.20,Completed,2024-05-21
11642,4722,2024-07-17,367,10,244.89,2448.90,Cancelled,2024-07-18
11643,8032,2025-02-14,388,9,462.83,4165.47,Completed,2025-02-16
11644,6028,2023-08-09,295,7,128.44,899.08,Completed,2023-08-16
11645,3096,2025-04-13,18,2,198.53,397.06,Completed,2025-04-19
11646,21,2024-09-01,354,7,102.35,716.45,Completed,2024-09-03
11647,563,2024-05-04,384,6,286.84,1721.04,Completed,2024-05-10
11648,3354,2025-04-30,413,1,276.38,276.38,Completed,2025-05-02
11649,9186,2023-08-11,397,3,186.73,560.19,Cancelled,
11650,1909,2024-09-01,239,6,89.49,536.94,Completed,2024-09-06
11651,3796,2023-08-28,86,4,243.71,974.84,Completed,2023-08-30
11652,5669,2023-09-22,188,7,231.47,1620.29,Completed,2023-09-23
11653,7424,2023-02-13,258,3,75.36,226.08,Pending,
11654,1422,2024-03-25,167,3,368.85,1106.55,Pending,
11655,5969,2024-07-27,316,4,284.82,1139.28,Completed,2024-08-03
11656,9097,2024-05-25,42,1,37.86,37.86,Completed,2024-05-30
11657,9625,2023-06-23,54,1,284.83,284.83,Cancelled,2023-06-25
11658,320,2023-10-12,439,8,277.70,2221.60,Completed,2023-10-18
11659,3592,2024-01-04,188,2,231.47,462.94,Completed,2024-01-08
11660,8278,2025-05-05,486,6,167.67,1006.02,Completed,2025-05-11
11661,6770,2025-01-13,329,8,101.28,810.24,Completed,2025-01-19
11662,1899,2024-12-09,318,1,104.20,104.20,Completed,2024-12-11
11663,1916,2023-11-07,426,8,378.63,3029.04,Completed,2023-11-14
11664,6833,2025-04-17,330,2,288.29,576.58,Completed,2025-04-19
11665,403,2023-06-07,307,4,170.69,682.76,Completed,2023-06-08
11666,7923,2023-07-01,33,3,433.27,1299.81,Completed,2023-07-05
11667,5277,2024-08-25,433,4,249.91,999.64,Completed,2024-08-25
11668,2390,2025-02-16,493,10,110.54,1105.40,Pending,
11669,7251,2025-02-19,330,7,288.29,2018.03,Completed,2025-02-21
11670,9130,2023-12-16,491,1,83.77,83.77,Completed,2023-12-16
11671,4770,2024-02-07,381,1,18.39,18.39,Completed,2024-02-08
11672,5632,2024-01-09,498,2,231.84,463.68,Pending,
11673,9308,2024-09-25,433,1,249.91,249.91,Completed,2024-10-02
11674,6752,2023-05-11,85,4,453.36,1813.44,Pending,
11675,193,2025-02-06,396,10,141.30,1413.00,Completed,2025-02-13
11676,1736,2024-06-01,396,3,141.30,423.90,Completed,2024-06-03
11677,5792,2023-07-16,205,8,375.58,3004.64,Pending,
11678,8533,2025-03-04,151,1,240.04,240.04,Completed,2025-03-11
11679,2424,2023-03-14,34,9,366.81,3301.29,Completed,2023-03-14
11680,6589,2023-03-03,319,8,355.39,2843.12,Completed,2023-03-03
11681,9667,2024-11-22,486,10,167.67,1676.70,Completed,2024-11-23
11682,3130,2024-04-01,369,5,204.34,1021.70,Cancelled,
11683,5785,2023-01-31,95,10,286.34,2863.40,Completed,2023-02-05
11684,6525,2024-08-20,382,3,459.83,1379.49,Completed,2024-08-20
11685,177,2024-01-05,306,2,359.65,719.30,Completed,2024-01-10
11686,1570,2025-05-05,470,8,189.04,1512.32,Completed,2025-05-06
11687,2883,2025-02-19,366,4,438.06,1752.24,Cancelled,2025-02-19
11688,5841,2024-07-11,206,1,162.69,162.69,Completed,2024-07-15
11689,8263,2024-09-20,138,5,464.55,2322.75,Completed,2024-09-23
11690,301,2023-10-03,276,8,427.87,3422.96,Completed,2023-10-03
11691,7098,2024-10-17,96,1,306.88,306.88,Completed,2024-10-20
11692,5945,2024-09-13,101,1,426.28,426.28,Completed,2024-09-13
11693,9913,2024-10-11,347,5,204.00,1020.00,Completed,2024-10-13
11694,6929,2025-02-01,480,2,377.38,754.76,Completed,2025-02-02
11695,4090,2023-02-15,32,4,103.29,413.16,Completed,2023-02-19
11696,7975,2023-08-08,246,9,54.93,494.37,Completed,2023-08-08
11697,1799,2025-07-06,277,9,337.23,3035.07,Completed,2025-07-10
11698,8929,2024-12-31,108,2,348.39,696.78,Completed,2025-01-06
11699,8135,2023-05-11,26,4,482.53,1930.12,Completed,2023-05-17
11700,8955,2023-10-08,127,8,398.38,3187.04,Completed,2023-10-12
11701,2932,2023-12-25,352,8,366.64,2933.12,Completed,2023-12-29
11702,2105,2025-05-13,254,3,362.08,1086.24,Completed,2025-05-18
11703,9171,2023-02-15,447,10,79.65,796.50,Cancelled,2023-02-15
11704,9084,2023-03-04,65,10,179.38,1793.80,Completed,2023-03-11
11705,6250,2024-02-27,278,2,358.78,717.56,Pending,
11706,558,2024-12-11,460,2,44.70,89.40,Completed,2024-12-18
11707,8699,2024-08-11,312,5,295.92,1479.60,Completed,2024-08-16
11708,9108,2024-05-23,91,2,170.14,340.28,Completed,2024-05-23
11709,5846,2024-08-08,45,8,110.08,880.64,Cancelled,
11710,2758,2023-12-29,457,1,365.72,365.72,Completed,2024-01-04
11711,7377,2023-10-17,464,1,52.47,52.47,Completed,2023-10-23
11712,8735,2024-08-09,282,4,386.88,1547.52,Completed,2024-08-09
11713,2292,2025-05-27,257,1,184.97,184.97,Completed,2025-05-27
11714,8631,2025-04-11,410,9,224.83,2023.47,Pending,
11715,4104,2023-05-13,141,3,466.99,1400.97,Completed,2023-05-15
11716,8720,2025-06-26,420,9,265.34,2388.06,Completed,2025-06-30
11717,1299,2024-12-18,359,2,144.82,289.64,Completed,2024-12-20
11718,7172,2023-04-10,112,5,68.57,342.85,Completed,2023-04-10
11719,140,2024-08-28,204,2,287.49,574.98,Pending,
11720,5700,2023-05-20,267,1,91.65,91.65,Completed,2023-05-26
11721,112,2023-10-12,117,3,100.33,300.99,Cancelled,
11722,4296,2023-01-12,475,8,297.34,2378.72,Completed,2023-01-13
11723,9338,2024-03-03,143,8,433.36,3466.88,Completed,2024-03-06
11724,3899,2025-01-30,84,9,209.71,1887.39,Completed,2025-01-31
11725,8162,2023-10-25,185,8,333.91,2671.28,Completed,2023-10-25
11726,3350,2023-09-19,219,1,260.13,260.13,Completed,2023-09-25
11727,3501,2023-10-28,384,3,286.84,860.52,Completed,2023-10-31
11728,8088,2024-08-30,254,5,362.08,1810.40,Completed,2024-09-05
11729,7317,2023-03-12,287,2,311.06,622.12,Completed,2023-03-13
11730,9763,2025-04-07,357,2,78.66,157.32,Completed,2025-04-08
11731,5883,2023-12-10,175,4,455.59,1822.36,Completed,2023-12-14
11732,5097,2023-11-02,152,5,427.35,2136.75,Completed,2023-11-04
11733,8822,2024-04-27,11,5,271.72,1358.60,Pending,
11734,955,2023-09-13,124,5,151.16,755.80,Completed,2023-09-16
11735,7290,2023-12-28,374,9,279.80,2518.20,Cancelled,2023-12-29
11736,9406,2025-02-25,256,9,201.31,1811.79,Completed,2025-02-27
11737,9518,2025-02-13,447,2,79.65,159.30,Cancelled,
11738,1518,2024-09-20,118,6,250.95,1505.70,Completed,2024-09-27
11739,4440,2025-02-06,208,5,334.34,1671.70,Completed,2025-02-09
11740,6764,2025-05-22,431,5,349.77,1748.85,Completed,2025-05-22
11741,5859,2023-07-18,240,10,31.40,314.00,Cancelled,
11742,209,2025-08-24,450,6,321.06,1926.36,Pending,
11743,1558,2024-10-30,239,2,89.49,178.98,Completed,2024-10-31
11744,6993,2023-09-21,160,9,46.18,415.62,Completed,2023-09-23
11745,4971,2025-08-14,261,4,494.66,1978.64,Completed,2025-08-20
11746,5868,2024-07-31,295,8,128.44,1027.52,Completed,2024-07-31
11747,3202,2025-05-08,107,4,263.14,1052.56,Completed,2025-05-09
11748,4742,2025-04-03,498,8,231.84,1854.72,Completed,2025-04-04
11749,5224,2024-08-31,460,5,44.70,223.50,Completed,2024-09-06
11750,2460,2024-06-20,33,4,433.27,1733.08,Cancelled,2024-06-23
11751,4266,2023-10-11,203,2,354.31,708.62,Completed,2023-10-16
11752,3834,2024-08-12,224,8,319.37,2554.96,Completed,2024-08-12
11753,8342,2023-04-27,386,10,50.51,505.10,Pending,
11754,1205,2023-03-05,149,8,71.85,574.80,Completed,2023-03-08
11755,5173,2023-09-23,145,6,228.80,1372.80,Pending,
11756,8695,2023-07-21,195,4,213.82,855.28,Completed,2023-07-26
11757,8109,2024-04-08,341,5,381.09,1905.45,Completed,2024-04-09
11758,5085,2024-11-18,412,8,46.23,369.84,Cancelled,
11759,844,2023-01-08,226,7,325.88,2281.16,Completed,2023-01-09
11760,6523,2024-06-06,52,7,453.60,3175.20,Completed,2024-06-10
11761,8674,2023-03-18,467,4,110.66,442.64,Completed,2023-03-24
11762,4734,2024-05-04,45,4,110.08,440.32,Completed,2024-05-04
11763,5674,2023-07-26,66,3,450.75,1352.25,Completed,2023-07-31
11764,2518,2024-04-06,369,1,204.34,204.34,Completed,2024-04-12
11765,3031,2025-07-21,114,5,417.98,2089.90,Completed,2025-07-23
11766,3402,2024-08-12,296,5,152.19,760.95,Completed,2024-08-15
11767,9481,2023-12-03,491,3,83.77,251.31,Completed,2023-12-04
11768,6606,2024-07-20,112,9,68.57,617.13,Completed,2024-07-25
11769,9161,2025-05-05,167,9,368.85,3319.65,Completed,2025-05-07
11770,230,2025-06-14,356,4,129.91,519.64,Completed,2025-06-16
11771,7203,2025-03-30,425,9,230.28,2072.52,Completed,2025-04-01
11772,3681,2023-10-18,120,9,390.08,3510.72,Pending,
11773,7587,2023-09-27,106,6,400.93,2405.58,Completed,2023-09-28
11774,7677,2023-02-12,93,3,328.56,985.68,Completed,2023-02-13
11775,6080,2025-07-02,186,7,17.72,124.04,Completed,2025-07-06
11776,5559,2025-02-16,195,8,213.82,1710.56,Completed,2025-02-18
11777,7989,2024-08-03,341,6,381.09,2286.54,Completed,2024-08-09
11778,369,2024-06-02,325,7,343.77,2406.39,Completed,2024-06-05
11779,451,2025-01-11,487,1,68.50,68.50,Completed,2025-01-14
11780,8939,2023-06-04,244,3,437.76,1313.28,Completed,2023-06-07
11781,8162,2023-07-02,133,1,210.08,210.08,Completed,2023-07-06
11782,8460,2023-06-04,67,5,188.46,942.30,Pending,
11783,728,2024-03-19,59,6,370.91,2225.46,Completed,2024-03-22
11784,5478,2023-04-06,226,6,325.88,1955.28,Completed,2023-04-07
11785,9728,2023-12-18,187,10,375.37,3753.70,Cancelled,2023-12-20
11786,4562,2024-07-21,235,1,338.35,338.35,Completed,2024-07-27
11787,554,2023-05-17,482,7,253.10,1771.70,Completed,2023-05-24
11788,8316,2024-01-19,268,7,144.52,1011.64,Cancelled,2024-01-22
11789,1288,2024-12-23,230,4,495.57,1982.28,Completed,2024-12-26
11790,1199,2025-03-19,498,3,231.84,695.52,Completed,2025-03-19
11791,7822,2023-09-10,105,10,174.82,1748.20,Completed,2023-09-11
11792,5564,2025-05-18,19,7,343.33,2403.31,Completed,2025-05-24
11793,7587,2025-02-20,475,9,297.34,2676.06,Completed,2025-02-21
11794,8652,2025-04-26,152,5,427.35,2136.75,Cancelled,
11795,2822,2024-01-30,206,6,162.69,976.14,Completed,2024-02-03
11796,3371,2024-03-30,108,1,348.39,348.39,Completed,2024-04-05
11797,9817,2025-01-17,194,4,220.72,882.88,Pending,
11798,9434,2023-02-04,133,7,210.08,1470.56,Completed,2023-02-05
11799,875,2024-04-15,69,2,351.62,703.24,Cancelled,
11800,8327,2024-09-17,155,8,91.51,732.08,Pending,
11801,611,2024-07-20,338,9,160.33,1442.97,Cancelled,
11802,8509,2024-03-28,253,7,40.77,285.39,Completed,2024-03-29
11803,7759,2024-10-25,400,8,433.21,3465.68,Completed,2024-10-26
11804,4786,2024-03-08,306,7,359.65,2517.55,Completed,2024-03-09
11805,6848,2023-04-29,297,7,467.53,3272.71,Completed,2023-05-04
11806,9971,2024-08-21,344,5,170.77,853.85,Completed,2024-08-24
11807,6021,2025-03-07,420,4,265.34,1061.36,Completed,2025-03-08
11808,3173,2023-08-14,209,7,179.12,1253.84,Completed,2023-08-14
11809,8413,2024-11-23,249,5,77.41,387.05,Completed,2024-11-27
11810,9816,2024-10-30,439,9,277.70,2499.30,Completed,2024-10-31
11811,5997,2023-03-17,340,3,244.30,732.90,Completed,2023-03-17
11812,49,2024-10-09,422,10,341.79,3417.90,Cancelled,
11813,9206,2025-02-19,115,1,144.40,144.40,Cancelled,
11814,6177,2023-05-10,144,1,412.06,412.06,Completed,2023-05-12
11815,8476,2023-03-12,442,10,431.90,4319.00,Completed,2023-03-13
11816,4178,2025-05-07,307,7,170.69,1194.83,Completed,2025-05-13
11817,4204,2025-03-27,498,8,231.84,1854.72,Completed,2025-04-01
11818,3939,2025-07-03,276,4,427.87,1711.48,Pending,
11819,2175,2025-01-10,440,6,438.65,2631.90,Completed,2025-01-14
11820,6465,2025-06-09,321,10,152.31,1523.10,Completed,2025-06-11
11821,3073,2024-03-07,38,4,245.86,983.44,Completed,2024-03-09
11822,8537,2023-10-21,381,2,18.39,36.78,Completed,2023-10-22
11823,5821,2023-03-06,296,4,152.19,608.76,Completed,2023-03-09
11824,9192,2024-09-23,286,1,424.50,424.50,Completed,2024-09-24
11825,7840,2023-04-07,212,2,13.78,27.56,Completed,2023-04-13
11826,2825,2023-07-26,177,9,232.28,2090.52,Pending,
11827,8280,2024-09-09,337,7,138.15,967.05,Completed,2024-09-15
11828,3097,2023-01-17,112,6,68.57,411.42,Completed,2023-01-18
11829,5455,2024-02-11,469,5,493.56,2467.80,Completed,2024-02-14
11830,7046,2024-11-25,49,9,337.24,3035.16,Completed,2024-11-27
11831,5272,2023-07-07,396,9,141.30,1271.70,Completed,2023-07-09
11832,1228,2024-07-16,375,3,235.80,707.40,Completed,2024-07-18
11833,9576,2024-08-20,225,2,162.09,324.18,Completed,2024-08-20
11834,9003,2023-11-05,170,1,404.06,404.06,Completed,2023-11-08
11835,5841,2023-12-26,282,7,386.88,2708.16,Completed,2024-01-01
11836,2792,2024-11-30,446,5,132.33,661.65,Completed,2024-12-06
11837,3397,2025-08-21,450,7,321.06,2247.42,Completed,2025-08-21
11838,9898,2024-12-21,100,1,180.12,180.12,Completed,2024-12-21
11839,2911,2025-04-24,271,2,475.23,950.46,Completed,2025-04-30
11840,2269,2024-06-21,98,4,471.31,1885.24,Completed,2024-06-24
11841,8895,2024-02-26,216,10,402.64,4026.40,Completed,2024-02-27
11842,7870,2024-09-17,451,5,116.73,583.65,Completed,2024-09-23
11843,6036,2024-07-08,428,6,302.51,1815.06,Completed,2024-07-12
11844,7731,2025-06-16,179,4,26.02,104.08,Cancelled,
11845,8864,2023-01-05,232,3,171.54,514.62,Completed,2023-01-08
11846,7933,2025-08-08,391,5,198.07,990.35,Pending,
11847,1863,2023-10-23,422,5,341.79,1708.95,Completed,2023-10-29
11848,2522,2023-11-24,343,4,416.09,1664.36,Completed,2023-11-28
11849,1591,2024-01-21,451,5,116.73,583.65,Completed,2024-01-25
11850,9069,2024-07-11,325,7,343.77,2406.39,Completed,2024-07-17
11851,9443,2024-05-30,43,4,340.84,1363.36,Cancelled,
11852,4119,2024-10-22,236,6,259.15,1554.90,Completed,2024-10-26
11853,7062,2024-07-25,252,9,157.55,1417.95,Completed,2024-08-01
11854,4628,2025-03-30,398,5,60.08,300.40,Cancelled,
11855,6554,2023-09-02,221,5,135.41,677.05,Cancelled,
11856,5280,2024-09-13,18,1,198.53,198.53,Completed,2024-09-15
11857,9195,2025-02-16,488,4,477.49,1909.96,Completed,2025-02-20
11858,6748,2023-07-25,184,6,145.85,875.10,Completed,2023-07-26
11859,7603,2024-06-19,98,4,471.31,1885.24,Completed,2024-06-21
11860,4705,2023-10-26,291,5,445.60,2228.00,Completed,2023-10-28
11861,5721,2025-03-28,80,2,449.62,899.24,Completed,2025-03-28
11862,5529,2023-05-24,138,1,464.55,464.55,Completed,2023-05-25
11863,6921,2024-08-10,236,6,259.15,1554.90,Pending,
11864,9862,2024-03-26,234,5,301.56,1507.80,Completed,2024-03-30
11865,8826,2024-12-24,431,6,349.77,2098.62,Completed,2024-12-25
11866,6023,2023-01-29,330,9,288.29,2594.61,Completed,2023-02-03
11867,1571,2025-06-18,485,6,188.34,1130.04,Completed,2025-06-21
11868,8162,2025-01-07,377,7,473.13,3311.91,Completed,2025-01-09
11869,5759,2025-02-13,54,9,284.83,2563.47,Completed,2025-02-14
11870,661,2025-06-30,391,7,198.07,1386.49,Completed,2025-07-07
11871,3526,2024-03-06,265,6,402.55,2415.30,Cancelled,
11872,2138,2025-03-24,96,6,306.88,1841.28,Completed,2025-03-31
11873,6760,2024-12-26,280,6,186.83,1120.98,Completed,2025-01-01
11874,854,2024-08-03,53,5,11.73,58.65,Completed,2024-08-04
11875,5692,2025-07-16,342,1,267.49,267.49,Completed,2025-07-18
11876,9748,2024-05-22,383,1,409.45,409.45,Completed,2024-05-24
11877,1451,2025-04-03,46,7,234.03,1638.21,Completed,2025-04-03
11878,7982,2025-03-28,108,6,348.39,2090.34,Completed,2025-03-29
11879,7282,2023-09-15,224,10,319.37,3193.70,Completed,2023-09-16
11880,9617,2024-06-30,403,8,247.26,1978.08,Completed,2024-07-07
11881,5656,2023-12-20,351,6,330.22,1981.32,Completed,2023-12-25
11882,1428,2025-03-25,24,7,440.21,3081.47,Completed,2025-03-31
11883,134,2023-05-07,219,10,260.13,2601.30,Completed,2023-05-08
11884,8022,2025-04-16,102,8,223.38,1787.04,Completed,2025-04-16
11885,7736,2023-09-24,241,7,378.66,2650.62,Completed,2023-10-01
11886,7403,2025-05-10,438,5,290.62,1453.10,Completed,2025-05-10
11887,8131,2023-11-12,92,5,419.10,2095.50,Cancelled,
11888,8364,2023-06-03,418,1,179.02,179.02,Completed,2023-06-10
11889,6487,2025-03-12,385,9,55.81,502.29,Completed,2025-03-15
11890,9425,2023-02-05,293,2,237.57,475.14,Cancelled,
11891,3243,2023-08-10,123,1,11.30,11.30,Completed,2023-08-17
11892,6974,2023-06-23,43,1,340.84,340.84,Completed,2023-06-26
11893,9019,2024-07-13,152,10,427.35,4273.50,Completed,2024-07-18
11894,2452,2024-10-03,119,5,51.73,258.65,Completed,2024-10-08
11895,6174,2025-02-03,361,3,351.18,1053.54,Completed,2025-02-09
11896,8849,2024-02-09,417,9,228.42,2055.78,Completed,2024-02-15
11897,1460,2023-07-14,131,6,292.35,1754.10,Completed,2023-07-16
11898,3976,2023-12-27,398,5,60.08,300.40,Completed,2023-12-31
11899,8137,2023-06-27,226,5,325.88,1629.40,Completed,2023-07-02
11900,522,2024-04-23,206,10,162.69,1626.90,Pending,
11901,1277,2023-07-01,310,2,400.40,800.80,Completed,2023-07-04
11902,1930,2023-05-07,272,8,227.52,1820.16,Cancelled,2023-05-07
11903,5877,2023-07-28,138,9,464.55,4180.95,Pending,
11904,2781,2025-04-16,78,10,459.55,4595.50,Completed,2025-04-23
11905,9146,2024-01-18,270,2,27.04,54.08,Completed,2024-01-18
11906,9304,2025-02-15,194,4,220.72,882.88,Completed,2025-02-20
11907,9285,2024-11-03,374,6,279.80,1678.80,Completed,2024-11-06
11908,5718,2025-06-19,122,2,139.67,279.34,Pending,
11909,3215,2024-03-25,136,1,332.24,332.24,Cancelled,
11910,1232,2025-07-13,439,1,277.70,277.70,Completed,2025-07-17
11911,3190,2025-03-11,317,4,235.23,940.92,Completed,2025-03-18
11912,3509,2025-04-18,462,1,269.94,269.94,Completed,2025-04-21
11913,4187,2025-05-22,481,4,405.47,1621.88,Completed,2025-05-25
11914,446,2025-07-26,96,1,306.88,306.88,Completed,2025-08-01
11915,1909,2025-02-02,200,5,85.81,429.05,Cancelled,
11916,5913,2023-03-06,19,9,343.33,3089.97,Completed,2023-03-12
11917,2618,2025-06-04,233,6,173.34,1040.04,Completed,2025-06-11
11918,2106,2023-01-05,482,9,253.10,2277.90,Completed,2023-01-09
11919,387,2025-03-14,404,4,234.34,937.36,Cancelled,2025-03-14
11920,8790,2025-04-07,203,1,354.31,354.31,Cancelled,
11921,8772,2024-11-18,212,4,13.78,55.12,Completed,2024-11-25
11922,2218,2023-08-21,139,1,357.78,357.78,Completed,2023-08-23
11923,2163,2024-11-21,91,6,170.14,1020.84,Completed,2024-11-24
11924,183,2023-12-31,500,4,482.66,1930.64,Pending,
11925,940,2024-04-24,481,4,405.47,1621.88,Completed,2024-04-29
11926,2908,2023-03-25,416,5,61.90,309.50,Completed,2023-03-25
11927,359,2025-03-29,442,4,431.90,1727.60,Completed,2025-03-29
11928,4631,2023-12-15,375,5,235.80,1179.00,Completed,2023-12-22
11929,6103,2025-06-27,430,6,339.32,2035.92,Completed,2025-06-29
11930,2601,2025-01-31,298,10,254.38,2543.80,Completed,2025-02-07
11931,1598,2025-03-19,87,9,249.22,2242.98,Completed,2025-03-24
11932,8057,2024-11-22,25,1,72.90,72.90,Completed,2024-11-25
11933,5384,2025-03-27,122,2,139.67,279.34,Completed,2025-04-01
11934,1997,2023-09-05,423,7,172.17,1205.19,Completed,2023-09-12
11935,191,2025-03-10,280,4,186.83,747.32,Completed,2025-03-14
11936,6147,2025-02-25,306,5,359.65,1798.25,Completed,2025-03-01
11937,9294,2023-10-09,457,10,365.72,3657.20,Completed,2023-10-16
11938,1360,2025-02-25,232,8,171.54,1372.32,Pending,
11939,178,2023-03-01,151,3,240.04,720.12,Completed,2023-03-06
11940,3858,2023-07-30,334,4,309.36,1237.44,Completed,2023-08-04
11941,6412,2023-12-22,33,4,433.27,1733.08,Completed,2023-12-29
11942,1763,2024-02-26,219,1,260.13,260.13,Completed,2024-02-26
11943,467,2024-05-28,445,9,76.43,687.87,Completed,2024-06-04
11944,4900,2023-07-16,436,7,287.03,2009.21,Completed,2023-07-18
11945,6171,2025-05-04,93,2,328.56,657.12,Completed,2025-05-10
11946,6558,2024-03-28,414,1,63.58,63.58,Completed,2024-04-04
11947,8690,2025-07-30,189,1,234.43,234.43,Pending,
11948,360,2025-07-30,443,3,408.62,1225.86,Completed,2025-08-03
11949,2903,2024-04-11,302,10,189.30,1893.00,Completed,2024-04-13
11950,5522,2023-01-03,426,4,378.63,1514.52,Completed,2023-01-04
11951,4896,2025-07-01,200,7,85.81,600.67,Completed,2025-07-04
11952,482,2023-09-18,488,4,477.49,1909.96,Completed,2023-09-24
11953,5794,2025-05-07,171,7,483.95,3387.65,Completed,2025-05-08
11954,5934,2025-03-13,299,7,483.67,3385.69,Completed,2025-03-18
11955,919,2024-12-01,98,2,471.31,942.62,Cancelled,2024-12-01
11956,405,2024-12-03,300,9,302.77,2724.93,Completed,2024-12-08
11957,1668,2023-03-14,154,1,375.91,375.91,Completed,2023-03-17
11958,499,2024-10-04,175,1,455.59,455.59,Completed,2024-10-08
11959,6322,2023-06-27,375,8,235.80,1886.40,Completed,2023-07-01
11960,2699,2023-03-22,296,4,152.19,608.76,Completed,2023-03-23
11961,443,2024-07-12,55,7,418.94,2932.58,Completed,2024-07-12
11962,8424,2025-05-11,5,1,146.15,146.15,Completed,2025-05-15
11963,6358,2024-01-26,285,5,159.01,795.05,Completed,2024-01-31
11964,517,2023-08-04,474,10,260.53,2605.30,Completed,2023-08-10
11965,8051,2023-05-18,172,10,139.57,1395.70,Completed,2023-05-22
11966,3760,2023-09-26,40,2,85.84,171.68,Completed,2023-09-27
11967,9385,2024-03-20,361,6,351.18,2107.08,Completed,2024-03-27
11968,6370,2024-01-14,68,7,362.67,2538.69,Completed,2024-01-20
11969,1771,2024-11-10,220,2,366.41,732.82,Pending,
11970,9531,2024-11-12,105,8,174.82,1398.56,Completed,2024-11-13
11971,9354,2024-06-01,243,10,391.27,3912.70,Pending,
11972,371,2025-04-30,182,3,34.77,104.31,Completed,2025-05-06
11973,5762,2025-01-18,358,4,126.07,504.28,Completed,2025-01-22
11974,6688,2023-10-15,326,3,243.94,731.82,Completed,2023-10-20
11975,2083,2024-10-25,108,9,348.39,3135.51,Pending,
11976,6993,2023-04-20,475,8,297.34,2378.72,Completed,2023-04-26
11977,7671,2025-04-09,338,6,160.33,961.98,Completed,2025-04-10
11978,4512,2023-08-12,285,10,159.01,1590.10,Completed,2023-08-18
11979,1772,2025-01-10,240,3,31.40,94.20,Cancelled,
11980,2811,2024-04-20,408,8,169.67,1357.36,Cancelled,2024-04-20
11981,9728,2025-02-28,206,8,162.69,1301.52,Completed,2025-02-28
11982,8863,2023-01-25,411,10,78.19,781.90,Completed,2023-01-27
11983,693,2024-06-29,414,8,63.58,508.64,Pending,
11984,1788,2023-07-23,64,6,439.74,2638.44,Completed,2023-07-23
11985,3117,2024-12-18,183,7,297.32,2081.24,Completed,2024-12-21
11986,1806,2023-11-05,496,6,300.02,1800.12,Completed,2023-11-12
11987,2978,2025-06-12,135,10,164.10,1641.00,Completed,2025-06-18
11988,4666,2023-06-04,27,10,205.50,2055.00,Completed,2023-06-06
11989,8914,2024-04-28,344,8,170.77,1366.16,Completed,2024-05-03
11990,3653,2024-06-04,410,10,224.83,2248.30,Cancelled,2024-06-07
11991,3375,2023-07-10,467,6,110.66,663.96,Completed,2023-07-12
11992,272,2024-05-17,107,4,263.14,1052.56,Completed,2024-05-18
11993,5019,2025-06-10,466,2,281.15,562.30,Pending,
11994,7869,2024-12-05,463,2,317.75,635.50,Completed,2024-12-07
11995,4405,2023-05-02,332,3,172.03,516.09,Completed,2023-05-03
11996,5314,2024-12-15,23,5,249.41,1247.05,Completed,2024-12-22
11997,9442,2024-01-02,216,7,402.64,2818.48,Completed,2024-01-02
11998,4041,2025-02-27,161,9,233.84,2104.56,Completed,2025-03-04
11999,2153,2025-02-16,387,3,122.58,367.74,Cancelled,2025-02-18
12000,534,2025-08-05,153,7,437.46,3062.22,Completed,2025-08-07
12001,2546,2024-07-28,454,1,226.22,226.22,Completed,2024-08-03
12002,4896,2023-03-07,339,4,322.96,1291.84,Completed,2023-03-07
12003,7104,2024-05-09,34,1,366.81,366.81,Completed,2024-05-15
12004,3912,2023-08-16,421,6,42.91,257.46,Completed,2023-08-17
12005,9769,2025-07-23,488,1,477.49,477.49,Completed,2025-07-29
12006,5312,2025-04-17,391,4,198.07,792.28,Completed,2025-04-24
12007,5775,2023-09-16,464,7,52.47,367.29,Completed,2023-09-18
12008,5090,2024-01-23,408,8,169.67,1357.36,Completed,2024-01-30
12009,9940,2025-08-02,186,6,17.72,106.32,Completed,2025-08-09
12010,7891,2023-06-13,275,5,115.13,575.65,Completed,2023-06-16
12011,3807,2023-10-18,44,9,313.49,2821.41,Completed,2023-10-22
12012,2792,2025-07-15,66,7,450.75,3155.25,Completed,2025-07-15
12013,9187,2025-05-14,160,7,46.18,323.26,Completed,2025-05-15
12014,2330,2025-05-27,358,8,126.07,1008.56,Completed,2025-05-29
12015,5365,2024-07-02,374,10,279.80,2798.00,Completed,2024-07-08
12016,5851,2023-09-19,83,10,83.90,839.00,Cancelled,2023-09-20
12017,2579,2024-05-20,450,2,321.06,642.12,Completed,2024-05-25
12018,7772,2023-12-19,86,3,243.71,731.13,Completed,2023-12-26
12019,2345,2024-05-17,196,1,477.25,477.25,Completed,2024-05-22
12020,7043,2023-11-27,381,3,18.39,55.17,Completed,2023-12-01
12021,6068,2025-06-06,407,8,482.63,3861.04,Completed,2025-06-06
