product_id,product_name,category,price,cost,stock_quantity,reorder_level
454,Essential Blender 454,Home & Garden,226.22,192.23,1962,119
455,Eco Moisturizer 455,Books,87.89,41.92,561,33
456,Pro Drone 456,Books,50.38,29.43,1328,52
457,Pro Jacket 457,Books,365.72,200.38,879,177
458,Smart Sneakers 458,Electronics,114.57,93.81,1215,67
459,Eco Blender 459,Electronics,13.94,9.93,246,118
460,Pro Moisturizer 460,Groceries,44.70,31.14,1496,36
461,Eco Blender 461,Beauty,441.67,351.20,1584,44
462,Classic Moisturizer 462,Clothing,269.94,228.53,1331,52
463,Eco Sneakers 463,Sports & Outdoors,317.75,250.85,843,167
464,Smart Drone 464,Sports & Outdoors,52.47,42.49,1541,41
465,Ultra Jacket 465,Beauty,481.98,349.05,286,73
466,Deluxe Headphones 466,Sports & Outdoors,281.15,171.50,1244,82
467,Ultra Headphones 467,Books,110.66,67.20,386,110
468,Smart Jacket 468,Sports & Outdoors,252.48,203.23,1023,173
469,Deluxe Backpack 469,Electronics,493.56,235.15,270,109
470,Deluxe Jacket 470,Toys,189.04,109.04,1562,130
471,Pro Drone 471,Electronics,297.80,251.49,441,20
472,Eco Drone 472,Books,317.99,206.56,850,118
473,Pro Novel 473,Clothing,323.85,205.63,312,81
474,Smart Moisturizer 474,Clothing,260.53,200.27,1654,49
475,Eco Jacket 475,Toys,297.34,161.97,1330,184
476,Pro Yoga Mat 476,Books,352.34,196.61,1733,71
477,Pro Novel 477,Clothing,463.06,372.12,1253,165
478,Essential Sneakers 478,Home & Garden,68.52,38.84,1436,12
479,Essential Moisturizer 479,Beauty,266.26,142.93,1476,76
480,Deluxe Headphones 480,Home & Garden,377.38,188.92,1501,40
481,Eco Backpack 481,Beauty,405.47,300.54,130,77
482,Deluxe Backpack 482,Clothing,253.10,163.42,113,137
483,Eco Jacket 483,Home & Garden,190.16,142.23,210,156
484,Essential Headphones 484,Sports & Outdoors,372.97,316.64,1758,13
485,Smart Drone 485,Groceries,188.34,90.76,366,19
486,Ultra Jacket 486,Sports & Outdoors,167.67,114.60,1475,91
487,Essential Lamp 487,Beauty,68.50,39.77,107,55
488,Deluxe Novel 488,Electronics,477.49,392.70,952,82
489,Ultra Backpack 489,Beauty,52.32,34.91,755,61
490,Classic Yoga Mat 490,Books,372.38,280.39,754,161
491,Smart Moisturizer 491,Sports & Outdoors,83.77,39.96,48,69
492,Deluxe Novel 492,Electronics,475.98,404.30,1346,106
493,Pro Blender 493,Clothing,110.54,50.49,859,135
494,Classic Moisturizer 494,Books,55.57,26.76,1837,143
495,Essential Drone 495,Groceries,487.52,397.84,195,139
496,Essential Novel 496,Clothing,300.02,247.54,1356,43
497,Deluxe Moisturizer 497,Books,426.94,204.75,804,189
498,Essential Backpack 498,Beauty,231.84,175.40,1932,61
499,Classic Jacket 499,Clothing,86.14,67.56,954,90
500,Ultra Jacket 500,Beauty,482.66,370.17,631,128
